external_id,question_1,positive_effectiveness,positive_ease,positive_efficiency,positive_transparency,positive_humanity,positive_employee,positive_other,negative_effectiveness,negative_ease,negative_efficiency,negative_transparency,negative_humanity,negative_employee,negative_other,question_4
873,Data 873-1,Data 873-2,Data 873-3,Data 873-4,Data 873-5,Data 873-6,Data 873-7,Data 873-8,Data 873-9,Data 873-10,Data 873-11,Data 873-12,Data 873-12,Data 873-12,Data 873-12,Data 873-12
874,Data 874-1,Data 874-2,Data 874-3,Data 874-4,Data 874-5,Data 874-6,Data 874-7,Data 874-8,Data 874-9,Data 874-10,Data 874-11,Data 874-12,Data 874-12,Data 874-12,Data 874-12,Data 874-12
875,Data 875-1,Data 875-2,Data 875-3,Data 875-4,Data 875-5,Data 875-6,Data 875-7,Data 875-8,Data 875-9,Data 875-10,Data 875-11,Data 875-12,Data 875-12,Data 875-12,Data 875-12,Data 875-12
876,Data 876-1,Data 876-2,Data 876-3,Data 876-4,Data 876-5,Data 876-6,Data 876-7,Data 876-8,Data 876-9,Data 876-10,Data 876-11,Data 876-12,Data 876-12,Data 876-12,Data 876-12,Data 876-12
877,Data 877-1,Data 877-2,Data 877-3,Data 877-4,Data 877-5,Data 877-6,Data 877-7,Data 877-8,Data 877-9,Data 877-10,Data 877-11,Data 877-12,Data 877-12,Data 877-12,Data 877-12,Data 877-12
878,Data 878-1,Data 878-2,Data 878-3,Data 878-4,Data 878-5,Data 878-6,Data 878-7,Data 878-8,Data 878-9,Data 878-10,Data 878-11,Data 878-12,Data 878-12,Data 878-12,Data 878-12,Data 878-12
879,Data 879-1,Data 879-2,Data 879-3,Data 879-4,Data 879-5,Data 879-6,Data 879-7,Data 879-8,Data 879-9,Data 879-10,Data 879-11,Data 879-12,Data 879-12,Data 879-12,Data 879-12,Data 879-12
880,Data 880-1,Data 880-2,Data 880-3,Data 880-4,Data 880-5,Data 880-6,Data 880-7,Data 880-8,Data 880-9,Data 880-10,Data 880-11,Data 880-12,Data 880-12,Data 880-12,Data 880-12,Data 880-12
881,Data 881-1,Data 881-2,Data 881-3,Data 881-4,Data 881-5,Data 881-6,Data 881-7,Data 881-8,Data 881-9,Data 881-10,Data 881-11,Data 881-12,Data 881-12,Data 881-12,Data 881-12,Data 881-12
882,Data 882-1,Data 882-2,Data 882-3,Data 882-4,Data 882-5,Data 882-6,Data 882-7,Data 882-8,Data 882-9,Data 882-10,Data 882-11,Data 882-12,Data 882-12,Data 882-12,Data 882-12,Data 882-12
883,Data 883-1,Data 883-2,Data 883-3,Data 883-4,Data 883-5,Data 883-6,Data 883-7,Data 883-8,Data 883-9,Data 883-10,Data 883-11,Data 883-12,Data 883-12,Data 883-12,Data 883-12,Data 883-12
884,Data 884-1,Data 884-2,Data 884-3,Data 884-4,Data 884-5,Data 884-6,Data 884-7,Data 884-8,Data 884-9,Data 884-10,Data 884-11,Data 884-12,Data 884-12,Data 884-12,Data 884-12,Data 884-12
885,Data 885-1,Data 885-2,Data 885-3,Data 885-4,Data 885-5,Data 885-6,Data 885-7,Data 885-8,Data 885-9,Data 885-10,Data 885-11,Data 885-12,Data 885-12,Data 885-12,Data 885-12,Data 885-12
886,Data 886-1,Data 886-2,Data 886-3,Data 886-4,Data 886-5,Data 886-6,Data 886-7,Data 886-8,Data 886-9,Data 886-10,Data 886-11,Data 886-12,Data 886-12,Data 886-12,Data 886-12,Data 886-12
887,Data 887-1,Data 887-2,Data 887-3,Data 887-4,Data 887-5,Data 887-6,Data 887-7,Data 887-8,Data 887-9,Data 887-10,Data 887-11,Data 887-12,Data 887-12,Data 887-12,Data 887-12,Data 887-12
888,Data 888-1,Data 888-2,Data 888-3,Data 888-4,Data 888-5,Data 888-6,Data 888-7,Data 888-8,Data 888-9,Data 888-10,Data 888-11,Data 888-12,Data 888-12,Data 888-12,Data 888-12,Data 888-12
889,Data 889-1,Data 889-2,Data 889-3,Data 889-4,Data 889-5,Data 889-6,Data 889-7,Data 889-8,Data 889-9,Data 889-10,Data 889-11,Data 889-12,Data 889-12,Data 889-12,Data 889-12,Data 889-12
890,Data 890-1,Data 890-2,Data 890-3,Data 890-4,Data 890-5,Data 890-6,Data 890-7,Data 890-8,Data 890-9,Data 890-10,Data 890-11,Data 890-12,Data 890-12,Data 890-12,Data 890-12,Data 890-12
891,Data 891-1,Data 891-2,Data 891-3,Data 891-4,Data 891-5,Data 891-6,Data 891-7,Data 891-8,Data 891-9,Data 891-10,Data 891-11,Data 891-12,Data 891-12,Data 891-12,Data 891-12,Data 891-12
892,Data 892-1,Data 892-2,Data 892-3,Data 892-4,Data 892-5,Data 892-6,Data 892-7,Data 892-8,Data 892-9,Data 892-10,Data 892-11,Data 892-12,Data 892-12,Data 892-12,Data 892-12,Data 892-12
893,Data 893-1,Data 893-2,Data 893-3,Data 893-4,Data 893-5,Data 893-6,Data 893-7,Data 893-8,Data 893-9,Data 893-10,Data 893-11,Data 893-12,Data 893-12,Data 893-12,Data 893-12,Data 893-12
894,Data 894-1,Data 894-2,Data 894-3,Data 894-4,Data 894-5,Data 894-6,Data 894-7,Data 894-8,Data 894-9,Data 894-10,Data 894-11,Data 894-12,Data 894-12,Data 894-12,Data 894-12,Data 894-12
895,Data 895-1,Data 895-2,Data 895-3,Data 895-4,Data 895-5,Data 895-6,Data 895-7,Data 895-8,Data 895-9,Data 895-10,Data 895-11,Data 895-12,Data 895-12,Data 895-12,Data 895-12,Data 895-12
896,Data 896-1,Data 896-2,Data 896-3,Data 896-4,Data 896-5,Data 896-6,Data 896-7,Data 896-8,Data 896-9,Data 896-10,Data 896-11,Data 896-12,Data 896-12,Data 896-12,Data 896-12,Data 896-12
897,Data 897-1,Data 897-2,Data 897-3,Data 897-4,Data 897-5,Data 897-6,Data 897-7,Data 897-8,Data 897-9,Data 897-10,Data 897-11,Data 897-12,Data 897-12,Data 897-12,Data 897-12,Data 897-12
898,Data 898-1,Data 898-2,Data 898-3,Data 898-4,Data 898-5,Data 898-6,Data 898-7,Data 898-8,Data 898-9,Data 898-10,Data 898-11,Data 898-12,Data 898-12,Data 898-12,Data 898-12,Data 898-12
899,Data 899-1,Data 899-2,Data 899-3,Data 899-4,Data 899-5,Data 899-6,Data 899-7,Data 899-8,Data 899-9,Data 899-10,Data 899-11,Data 899-12,Data 899-12,Data 899-12,Data 899-12,Data 899-12
900,Data 900-1,Data 900-2,Data 900-3,Data 900-4,Data 900-5,Data 900-6,Data 900-7,Data 900-8,Data 900-9,Data 900-10,Data 900-11,Data 900-12,Data 900-12,Data 900-12,Data 900-12,Data 900-12
901,Data 901-1,Data 901-2,Data 901-3,Data 901-4,Data 901-5,Data 901-6,Data 901-7,Data 901-8,Data 901-9,Data 901-10,Data 901-11,Data 901-12,Data 901-12,Data 901-12,Data 901-12,Data 901-12
902,Data 902-1,Data 902-2,Data 902-3,Data 902-4,Data 902-5,Data 902-6,Data 902-7,Data 902-8,Data 902-9,Data 902-10,Data 902-11,Data 902-12,Data 902-12,Data 902-12,Data 902-12,Data 902-12
903,Data 903-1,Data 903-2,Data 903-3,Data 903-4,Data 903-5,Data 903-6,Data 903-7,Data 903-8,Data 903-9,Data 903-10,Data 903-11,Data 903-12,Data 903-12,Data 903-12,Data 903-12,Data 903-12
904,Data 904-1,Data 904-2,Data 904-3,Data 904-4,Data 904-5,Data 904-6,Data 904-7,Data 904-8,Data 904-9,Data 904-10,Data 904-11,Data 904-12,Data 904-12,Data 904-12,Data 904-12,Data 904-12
905,Data 905-1,Data 905-2,Data 905-3,Data 905-4,Data 905-5,Data 905-6,Data 905-7,Data 905-8,Data 905-9,Data 905-10,Data 905-11,Data 905-12,Data 905-12,Data 905-12,Data 905-12,Data 905-12
906,Data 906-1,Data 906-2,Data 906-3,Data 906-4,Data 906-5,Data 906-6,Data 906-7,Data 906-8,Data 906-9,Data 906-10,Data 906-11,Data 906-12,Data 906-12,Data 906-12,Data 906-12,Data 906-12
907,Data 907-1,Data 907-2,Data 907-3,Data 907-4,Data 907-5,Data 907-6,Data 907-7,Data 907-8,Data 907-9,Data 907-10,Data 907-11,Data 907-12,Data 907-12,Data 907-12,Data 907-12,Data 907-12
908,Data 908-1,Data 908-2,Data 908-3,Data 908-4,Data 908-5,Data 908-6,Data 908-7,Data 908-8,Data 908-9,Data 908-10,Data 908-11,Data 908-12,Data 908-12,Data 908-12,Data 908-12,Data 908-12
909,Data 909-1,Data 909-2,Data 909-3,Data 909-4,Data 909-5,Data 909-6,Data 909-7,Data 909-8,Data 909-9,Data 909-10,Data 909-11,Data 909-12,Data 909-12,Data 909-12,Data 909-12,Data 909-12
910,Data 910-1,Data 910-2,Data 910-3,Data 910-4,Data 910-5,Data 910-6,Data 910-7,Data 910-8,Data 910-9,Data 910-10,Data 910-11,Data 910-12,Data 910-12,Data 910-12,Data 910-12,Data 910-12
911,Data 911-1,Data 911-2,Data 911-3,Data 911-4,Data 911-5,Data 911-6,Data 911-7,Data 911-8,Data 911-9,Data 911-10,Data 911-11,Data 911-12,Data 911-12,Data 911-12,Data 911-12,Data 911-12
912,Data 912-1,Data 912-2,Data 912-3,Data 912-4,Data 912-5,Data 912-6,Data 912-7,Data 912-8,Data 912-9,Data 912-10,Data 912-11,Data 912-12,Data 912-12,Data 912-12,Data 912-12,Data 912-12
913,Data 913-1,Data 913-2,Data 913-3,Data 913-4,Data 913-5,Data 913-6,Data 913-7,Data 913-8,Data 913-9,Data 913-10,Data 913-11,Data 913-12,Data 913-12,Data 913-12,Data 913-12,Data 913-12
914,Data 914-1,Data 914-2,Data 914-3,Data 914-4,Data 914-5,Data 914-6,Data 914-7,Data 914-8,Data 914-9,Data 914-10,Data 914-11,Data 914-12,Data 914-12,Data 914-12,Data 914-12,Data 914-12
915,Data 915-1,Data 915-2,Data 915-3,Data 915-4,Data 915-5,Data 915-6,Data 915-7,Data 915-8,Data 915-9,Data 915-10,Data 915-11,Data 915-12,Data 915-12,Data 915-12,Data 915-12,Data 915-12
916,Data 916-1,Data 916-2,Data 916-3,Data 916-4,Data 916-5,Data 916-6,Data 916-7,Data 916-8,Data 916-9,Data 916-10,Data 916-11,Data 916-12,Data 916-12,Data 916-12,Data 916-12,Data 916-12
917,Data 917-1,Data 917-2,Data 917-3,Data 917-4,Data 917-5,Data 917-6,Data 917-7,Data 917-8,Data 917-9,Data 917-10,Data 917-11,Data 917-12,Data 917-12,Data 917-12,Data 917-12,Data 917-12
918,Data 918-1,Data 918-2,Data 918-3,Data 918-4,Data 918-5,Data 918-6,Data 918-7,Data 918-8,Data 918-9,Data 918-10,Data 918-11,Data 918-12,Data 918-12,Data 918-12,Data 918-12,Data 918-12
919,Data 919-1,Data 919-2,Data 919-3,Data 919-4,Data 919-5,Data 919-6,Data 919-7,Data 919-8,Data 919-9,Data 919-10,Data 919-11,Data 919-12,Data 919-12,Data 919-12,Data 919-12,Data 919-12
920,Data 920-1,Data 920-2,Data 920-3,Data 920-4,Data 920-5,Data 920-6,Data 920-7,Data 920-8,Data 920-9,Data 920-10,Data 920-11,Data 920-12,Data 920-12,Data 920-12,Data 920-12,Data 920-12
921,Data 921-1,Data 921-2,Data 921-3,Data 921-4,Data 921-5,Data 921-6,Data 921-7,Data 921-8,Data 921-9,Data 921-10,Data 921-11,Data 921-12,Data 921-12,Data 921-12,Data 921-12,Data 921-12
922,Data 922-1,Data 922-2,Data 922-3,Data 922-4,Data 922-5,Data 922-6,Data 922-7,Data 922-8,Data 922-9,Data 922-10,Data 922-11,Data 922-12,Data 922-12,Data 922-12,Data 922-12,Data 922-12
923,Data 923-1,Data 923-2,Data 923-3,Data 923-4,Data 923-5,Data 923-6,Data 923-7,Data 923-8,Data 923-9,Data 923-10,Data 923-11,Data 923-12,Data 923-12,Data 923-12,Data 923-12,Data 923-12
924,Data 924-1,Data 924-2,Data 924-3,Data 924-4,Data 924-5,Data 924-6,Data 924-7,Data 924-8,Data 924-9,Data 924-10,Data 924-11,Data 924-12,Data 924-12,Data 924-12,Data 924-12,Data 924-12
925,Data 925-1,Data 925-2,Data 925-3,Data 925-4,Data 925-5,Data 925-6,Data 925-7,Data 925-8,Data 925-9,Data 925-10,Data 925-11,Data 925-12,Data 925-12,Data 925-12,Data 925-12,Data 925-12
926,Data 926-1,Data 926-2,Data 926-3,Data 926-4,Data 926-5,Data 926-6,Data 926-7,Data 926-8,Data 926-9,Data 926-10,Data 926-11,Data 926-12,Data 926-12,Data 926-12,Data 926-12,Data 926-12
927,Data 927-1,Data 927-2,Data 927-3,Data 927-4,Data 927-5,Data 927-6,Data 927-7,Data 927-8,Data 927-9,Data 927-10,Data 927-11,Data 927-12,Data 927-12,Data 927-12,Data 927-12,Data 927-12
928,Data 928-1,Data 928-2,Data 928-3,Data 928-4,Data 928-5,Data 928-6,Data 928-7,Data 928-8,Data 928-9,Data 928-10,Data 928-11,Data 928-12,Data 928-12,Data 928-12,Data 928-12,Data 928-12
929,Data 929-1,Data 929-2,Data 929-3,Data 929-4,Data 929-5,Data 929-6,Data 929-7,Data 929-8,Data 929-9,Data 929-10,Data 929-11,Data 929-12,Data 929-12,Data 929-12,Data 929-12,Data 929-12
930,Data 930-1,Data 930-2,Data 930-3,Data 930-4,Data 930-5,Data 930-6,Data 930-7,Data 930-8,Data 930-9,Data 930-10,Data 930-11,Data 930-12,Data 930-12,Data 930-12,Data 930-12,Data 930-12
931,Data 931-1,Data 931-2,Data 931-3,Data 931-4,Data 931-5,Data 931-6,Data 931-7,Data 931-8,Data 931-9,Data 931-10,Data 931-11,Data 931-12,Data 931-12,Data 931-12,Data 931-12,Data 931-12
932,Data 932-1,Data 932-2,Data 932-3,Data 932-4,Data 932-5,Data 932-6,Data 932-7,Data 932-8,Data 932-9,Data 932-10,Data 932-11,Data 932-12,Data 932-12,Data 932-12,Data 932-12,Data 932-12
933,Data 933-1,Data 933-2,Data 933-3,Data 933-4,Data 933-5,Data 933-6,Data 933-7,Data 933-8,Data 933-9,Data 933-10,Data 933-11,Data 933-12,Data 933-12,Data 933-12,Data 933-12,Data 933-12
934,Data 934-1,Data 934-2,Data 934-3,Data 934-4,Data 934-5,Data 934-6,Data 934-7,Data 934-8,Data 934-9,Data 934-10,Data 934-11,Data 934-12,Data 934-12,Data 934-12,Data 934-12,Data 934-12
935,Data 935-1,Data 935-2,Data 935-3,Data 935-4,Data 935-5,Data 935-6,Data 935-7,Data 935-8,Data 935-9,Data 935-10,Data 935-11,Data 935-12,Data 935-12,Data 935-12,Data 935-12,Data 935-12
936,Data 936-1,Data 936-2,Data 936-3,Data 936-4,Data 936-5,Data 936-6,Data 936-7,Data 936-8,Data 936-9,Data 936-10,Data 936-11,Data 936-12,Data 936-12,Data 936-12,Data 936-12,Data 936-12
937,Data 937-1,Data 937-2,Data 937-3,Data 937-4,Data 937-5,Data 937-6,Data 937-7,Data 937-8,Data 937-9,Data 937-10,Data 937-11,Data 937-12,Data 937-12,Data 937-12,Data 937-12,Data 937-12
938,Data 938-1,Data 938-2,Data 938-3,Data 938-4,Data 938-5,Data 938-6,Data 938-7,Data 938-8,Data 938-9,Data 938-10,Data 938-11,Data 938-12,Data 938-12,Data 938-12,Data 938-12,Data 938-12
939,Data 939-1,Data 939-2,Data 939-3,Data 939-4,Data 939-5,Data 939-6,Data 939-7,Data 939-8,Data 939-9,Data 939-10,Data 939-11,Data 939-12,Data 939-12,Data 939-12,Data 939-12,Data 939-12
940,Data 940-1,Data 940-2,Data 940-3,Data 940-4,Data 940-5,Data 940-6,Data 940-7,Data 940-8,Data 940-9,Data 940-10,Data 940-11,Data 940-12,Data 940-12,Data 940-12,Data 940-12,Data 940-12
941,Data 941-1,Data 941-2,Data 941-3,Data 941-4,Data 941-5,Data 941-6,Data 941-7,Data 941-8,Data 941-9,Data 941-10,Data 941-11,Data 941-12,Data 941-12,Data 941-12,Data 941-12,Data 941-12
942,Data 942-1,Data 942-2,Data 942-3,Data 942-4,Data 942-5,Data 942-6,Data 942-7,Data 942-8,Data 942-9,Data 942-10,Data 942-11,Data 942-12,Data 942-12,Data 942-12,Data 942-12,Data 942-12
943,Data 943-1,Data 943-2,Data 943-3,Data 943-4,Data 943-5,Data 943-6,Data 943-7,Data 943-8,Data 943-9,Data 943-10,Data 943-11,Data 943-12,Data 943-12,Data 943-12,Data 943-12,Data 943-12
944,Data 944-1,Data 944-2,Data 944-3,Data 944-4,Data 944-5,Data 944-6,Data 944-7,Data 944-8,Data 944-9,Data 944-10,Data 944-11,Data 944-12,Data 944-12,Data 944-12,Data 944-12,Data 944-12
945,Data 945-1,Data 945-2,Data 945-3,Data 945-4,Data 945-5,Data 945-6,Data 945-7,Data 945-8,Data 945-9,Data 945-10,Data 945-11,Data 945-12,Data 945-12,Data 945-12,Data 945-12,Data 945-12
946,Data 946-1,Data 946-2,Data 946-3,Data 946-4,Data 946-5,Data 946-6,Data 946-7,Data 946-8,Data 946-9,Data 946-10,Data 946-11,Data 946-12,Data 946-12,Data 946-12,Data 946-12,Data 946-12
947,Data 947-1,Data 947-2,Data 947-3,Data 947-4,Data 947-5,Data 947-6,Data 947-7,Data 947-8,Data 947-9,Data 947-10,Data 947-11,Data 947-12,Data 947-12,Data 947-12,Data 947-12,Data 947-12
948,Data 948-1,Data 948-2,Data 948-3,Data 948-4,Data 948-5,Data 948-6,Data 948-7,Data 948-8,Data 948-9,Data 948-10,Data 948-11,Data 948-12,Data 948-12,Data 948-12,Data 948-12,Data 948-12
949,Data 949-1,Data 949-2,Data 949-3,Data 949-4,Data 949-5,Data 949-6,Data 949-7,Data 949-8,Data 949-9,Data 949-10,Data 949-11,Data 949-12,Data 949-12,Data 949-12,Data 949-12,Data 949-12
950,Data 950-1,Data 950-2,Data 950-3,Data 950-4,Data 950-5,Data 950-6,Data 950-7,Data 950-8,Data 950-9,Data 950-10,Data 950-11,Data 950-12,Data 950-12,Data 950-12,Data 950-12,Data 950-12
951,Data 951-1,Data 951-2,Data 951-3,Data 951-4,Data 951-5,Data 951-6,Data 951-7,Data 951-8,Data 951-9,Data 951-10,Data 951-11,Data 951-12,Data 951-12,Data 951-12,Data 951-12,Data 951-12
952,Data 952-1,Data 952-2,Data 952-3,Data 952-4,Data 952-5,Data 952-6,Data 952-7,Data 952-8,Data 952-9,Data 952-10,Data 952-11,Data 952-12,Data 952-12,Data 952-12,Data 952-12,Data 952-12
953,Data 953-1,Data 953-2,Data 953-3,Data 953-4,Data 953-5,Data 953-6,Data 953-7,Data 953-8,Data 953-9,Data 953-10,Data 953-11,Data 953-12,Data 953-12,Data 953-12,Data 953-12,Data 953-12
954,Data 954-1,Data 954-2,Data 954-3,Data 954-4,Data 954-5,Data 954-6,Data 954-7,Data 954-8,Data 954-9,Data 954-10,Data 954-11,Data 954-12,Data 954-12,Data 954-12,Data 954-12,Data 954-12
955,Data 955-1,Data 955-2,Data 955-3,Data 955-4,Data 955-5,Data 955-6,Data 955-7,Data 955-8,Data 955-9,Data 955-10,Data 955-11,Data 955-12,Data 955-12,Data 955-12,Data 955-12,Data 955-12
956,Data 956-1,Data 956-2,Data 956-3,Data 956-4,Data 956-5,Data 956-6,Data 956-7,Data 956-8,Data 956-9,Data 956-10,Data 956-11,Data 956-12,Data 956-12,Data 956-12,Data 956-12,Data 956-12
957,Data 957-1,Data 957-2,Data 957-3,Data 957-4,Data 957-5,Data 957-6,Data 957-7,Data 957-8,Data 957-9,Data 957-10,Data 957-11,Data 957-12,Data 957-12,Data 957-12,Data 957-12,Data 957-12
958,Data 958-1,Data 958-2,Data 958-3,Data 958-4,Data 958-5,Data 958-6,Data 958-7,Data 958-8,Data 958-9,Data 958-10,Data 958-11,Data 958-12,Data 958-12,Data 958-12,Data 958-12,Data 958-12
959,Data 959-1,Data 959-2,Data 959-3,Data 959-4,Data 959-5,Data 959-6,Data 959-7,Data 959-8,Data 959-9,Data 959-10,Data 959-11,Data 959-12,Data 959-12,Data 959-12,Data 959-12,Data 959-12
960,Data 960-1,Data 960-2,Data 960-3,Data 960-4,Data 960-5,Data 960-6,Data 960-7,Data 960-8,Data 960-9,Data 960-10,Data 960-11,Data 960-12,Data 960-12,Data 960-12,Data 960-12,Data 960-12
961,Data 961-1,Data 961-2,Data 961-3,Data 961-4,Data 961-5,Data 961-6,Data 961-7,Data 961-8,Data 961-9,Data 961-10,Data 961-11,Data 961-12,Data 961-12,Data 961-12,Data 961-12,Data 961-12
962,Data 962-1,Data 962-2,Data 962-3,Data 962-4,Data 962-5,Data 962-6,Data 962-7,Data 962-8,Data 962-9,Data 962-10,Data 962-11,Data 962-12,Data 962-12,Data 962-12,Data 962-12,Data 962-12
963,Data 963-1,Data 963-2,Data 963-3,Data 963-4,Data 963-5,Data 963-6,Data 963-7,Data 963-8,Data 963-9,Data 963-10,Data 963-11,Data 963-12,Data 963-12,Data 963-12,Data 963-12,Data 963-12
964,Data 964-1,Data 964-2,Data 964-3,Data 964-4,Data 964-5,Data 964-6,Data 964-7,Data 964-8,Data 964-9,Data 964-10,Data 964-11,Data 964-12,Data 964-12,Data 964-12,Data 964-12,Data 964-12
965,Data 965-1,Data 965-2,Data 965-3,Data 965-4,Data 965-5,Data 965-6,Data 965-7,Data 965-8,Data 965-9,Data 965-10,Data 965-11,Data 965-12,Data 965-12,Data 965-12,Data 965-12,Data 965-12
966,Data 966-1,Data 966-2,Data 966-3,Data 966-4,Data 966-5,Data 966-6,Data 966-7,Data 966-8,Data 966-9,Data 966-10,Data 966-11,Data 966-12,Data 966-12,Data 966-12,Data 966-12,Data 966-12
967,Data 967-1,Data 967-2,Data 967-3,Data 967-4,Data 967-5,Data 967-6,Data 967-7,Data 967-8,Data 967-9,Data 967-10,Data 967-11,Data 967-12,Data 967-12,Data 967-12,Data 967-12,Data 967-12
968,Data 968-1,Data 968-2,Data 968-3,Data 968-4,Data 968-5,Data 968-6,Data 968-7,Data 968-8,Data 968-9,Data 968-10,Data 968-11,Data 968-12,Data 968-12,Data 968-12,Data 968-12,Data 968-12
969,Data 969-1,Data 969-2,Data 969-3,Data 969-4,Data 969-5,Data 969-6,Data 969-7,Data 969-8,Data 969-9,Data 969-10,Data 969-11,Data 969-12,Data 969-12,Data 969-12,Data 969-12,Data 969-12
970,Data 970-1,Data 970-2,Data 970-3,Data 970-4,Data 970-5,Data 970-6,Data 970-7,Data 970-8,Data 970-9,Data 970-10,Data 970-11,Data 970-12,Data 970-12,Data 970-12,Data 970-12,Data 970-12
971,Data 971-1,Data 971-2,Data 971-3,Data 971-4,Data 971-5,Data 971-6,Data 971-7,Data 971-8,Data 971-9,Data 971-10,Data 971-11,Data 971-12,Data 971-12,Data 971-12,Data 971-12,Data 971-12
972,Data 972-1,Data 972-2,Data 972-3,Data 972-4,Data 972-5,Data 972-6,Data 972-7,Data 972-8,Data 972-9,Data 972-10,Data 972-11,Data 972-12,Data 972-12,Data 972-12,Data 972-12,Data 972-12
973,Data 973-1,Data 973-2,Data 973-3,Data 973-4,Data 973-5,Data 973-6,Data 973-7,Data 973-8,Data 973-9,Data 973-10,Data 973-11,Data 973-12,Data 973-12,Data 973-12,Data 973-12,Data 973-12
974,Data 974-1,Data 974-2,Data 974-3,Data 974-4,Data 974-5,Data 974-6,Data 974-7,Data 974-8,Data 974-9,Data 974-10,Data 974-11,Data 974-12,Data 974-12,Data 974-12,Data 974-12,Data 974-12
975,Data 975-1,Data 975-2,Data 975-3,Data 975-4,Data 975-5,Data 975-6,Data 975-7,Data 975-8,Data 975-9,Data 975-10,Data 975-11,Data 975-12,Data 975-12,Data 975-12,Data 975-12,Data 975-12
976,Data 976-1,Data 976-2,Data 976-3,Data 976-4,Data 976-5,Data 976-6,Data 976-7,Data 976-8,Data 976-9,Data 976-10,Data 976-11,Data 976-12,Data 976-12,Data 976-12,Data 976-12,Data 976-12
977,Data 977-1,Data 977-2,Data 977-3,Data 977-4,Data 977-5,Data 977-6,Data 977-7,Data 977-8,Data 977-9,Data 977-10,Data 977-11,Data 977-12,Data 977-12,Data 977-12,Data 977-12,Data 977-12
978,Data 978-1,Data 978-2,Data 978-3,Data 978-4,Data 978-5,Data 978-6,Data 978-7,Data 978-8,Data 978-9,Data 978-10,Data 978-11,Data 978-12,Data 978-12,Data 978-12,Data 978-12,Data 978-12
979,Data 979-1,Data 979-2,Data 979-3,Data 979-4,Data 979-5,Data 979-6,Data 979-7,Data 979-8,Data 979-9,Data 979-10,Data 979-11,Data 979-12,Data 979-12,Data 979-12,Data 979-12,Data 979-12
980,Data 980-1,Data 980-2,Data 980-3,Data 980-4,Data 980-5,Data 980-6,Data 980-7,Data 980-8,Data 980-9,Data 980-10,Data 980-11,Data 980-12,Data 980-12,Data 980-12,Data 980-12,Data 980-12
981,Data 981-1,Data 981-2,Data 981-3,Data 981-4,Data 981-5,Data 981-6,Data 981-7,Data 981-8,Data 981-9,Data 981-10,Data 981-11,Data 981-12,Data 981-12,Data 981-12,Data 981-12,Data 981-12
982,Data 982-1,Data 982-2,Data 982-3,Data 982-4,Data 982-5,Data 982-6,Data 982-7,Data 982-8,Data 982-9,Data 982-10,Data 982-11,Data 982-12,Data 982-12,Data 982-12,Data 982-12,Data 982-12
983,Data 983-1,Data 983-2,Data 983-3,Data 983-4,Data 983-5,Data 983-6,Data 983-7,Data 983-8,Data 983-9,Data 983-10,Data 983-11,Data 983-12,Data 983-12,Data 983-12,Data 983-12,Data 983-12
984,Data 984-1,Data 984-2,Data 984-3,Data 984-4,Data 984-5,Data 984-6,Data 984-7,Data 984-8,Data 984-9,Data 984-10,Data 984-11,Data 984-12,Data 984-12,Data 984-12,Data 984-12,Data 984-12
985,Data 985-1,Data 985-2,Data 985-3,Data 985-4,Data 985-5,Data 985-6,Data 985-7,Data 985-8,Data 985-9,Data 985-10,Data 985-11,Data 985-12,Data 985-12,Data 985-12,Data 985-12,Data 985-12
986,Data 986-1,Data 986-2,Data 986-3,Data 986-4,Data 986-5,Data 986-6,Data 986-7,Data 986-8,Data 986-9,Data 986-10,Data 986-11,Data 986-12,Data 986-12,Data 986-12,Data 986-12,Data 986-12
987,Data 987-1,Data 987-2,Data 987-3,Data 987-4,Data 987-5,Data 987-6,Data 987-7,Data 987-8,Data 987-9,Data 987-10,Data 987-11,Data 987-12,Data 987-12,Data 987-12,Data 987-12,Data 987-12
988,Data 988-1,Data 988-2,Data 988-3,Data 988-4,Data 988-5,Data 988-6,Data 988-7,Data 988-8,Data 988-9,Data 988-10,Data 988-11,Data 988-12,Data 988-12,Data 988-12,Data 988-12,Data 988-12
989,Data 989-1,Data 989-2,Data 989-3,Data 989-4,Data 989-5,Data 989-6,Data 989-7,Data 989-8,Data 989-9,Data 989-10,Data 989-11,Data 989-12,Data 989-12,Data 989-12,Data 989-12,Data 989-12
990,Data 990-1,Data 990-2,Data 990-3,Data 990-4,Data 990-5,Data 990-6,Data 990-7,Data 990-8,Data 990-9,Data 990-10,Data 990-11,Data 990-12,Data 990-12,Data 990-12,Data 990-12,Data 990-12
991,Data 991-1,Data 991-2,Data 991-3,Data 991-4,Data 991-5,Data 991-6,Data 991-7,Data 991-8,Data 991-9,Data 991-10,Data 991-11,Data 991-12,Data 991-12,Data 991-12,Data 991-12,Data 991-12
